-0.381178	1.77446	1.18297	1.39328
-0.415229	1.80845	1.20564	1.39322
-0.382984	1.7763	1.1842	1.39331
-0.4058	1.79904	1.19936	1.39324
-0.370233	1.76363	1.17575	1.3934
-0.398883	1.7922	1.1948	1.39332
-0.402401	1.79563	1.19709	1.39323
-0.414066	1.80739	1.20493	1.39333
-0.407474	1.80077	1.20051	1.39329
-0.385674	1.77907	1.18605	1.3934
-0.423924	1.81711	1.21141	1.39319
-0.373086	1.76649	1.17766	1.39341
-0.355893	1.74929	1.16619	1.3934
-0.378236	1.77164	1.18109	1.3934
-0.359305	1.75261	1.16841	1.3933
-0.385623	1.77892	1.18595	1.3933
-0.407244	1.80052	1.20035	1.39328
-0.397652	1.79083	1.19389	1.39318
-0.378851	1.77211	1.1814	1.39326
-0.404749	1.79803	1.19868	1.39328
-0.402276	1.79557	1.19705	1.3933
-0.408836	1.80199	1.20133	1.39315
-0.377788	1.77112	1.18075	1.39333
-0.37874	1.77211	1.18141	1.39337
-0.427056	1.82039	1.21359	1.39333
-0.402016	1.79539	1.19693	1.39337
-0.414583	1.80796	1.20531	1.39338
-0.419702	1.81298	1.20865	1.39328
-0.47211	1.86536	1.24357	1.39325
-0.438141	1.83131	1.22087	1.39317
-0.438268	1.83143	1.22095	1.39316
-0.407468	1.80073	1.20049	1.39326
-0.390053	1.78335	1.1889	1.3933
-0.354894	1.74818	1.16545	1.39329
-0.435251	1.82854	1.21902	1.39329
-0.388422	1.78173	1.18782	1.39331
-0.391645	1.78498	1.18999	1.39334
-0.430798	1.82408	1.21606	1.39329
-0.418433	1.81166	1.20777	1.39322
-0.377387	1.77071	1.18047	1.39332
-0.41112	1.80447	1.20298	1.39335
-0.382978	1.77639	1.18426	1.39342
-0.350384	1.74375	1.1625	1.39336
-0.367052	1.76031	1.17354	1.39326
-0.411082	1.80435	1.2029	1.39327
-0.399402	1.7928	1.1952	1.3934
-0.392128	1.78547	1.19032	1.39334
-0.392329	1.78566	1.19044	1.39333
-0.383849	1.77725	1.18483	1.3934
-0.373862	1.76723	1.17815	1.39337
-0.31999	1.71342	1.14228	1.39343
-0.37953	1.7729	1.18194	1.39337
-0.419729	1.81295	1.20863	1.39322
-0.417317	1.81048	1.20698	1.39316
-0.378557	1.77187	1.18125	1.39332
-0.397816	1.79121	1.19414	1.3934
-0.47365	1.867	1.24467	1.39335
-0.431332	1.82459	1.21639	1.39326
-0.368625	1.76192	1.17462	1.3933
-0.403439	1.79672	1.19781	1.39328
-0.372592	1.76594	1.17729	1.39335
-0.369724	1.76308	1.17538	1.39335
-0.348663	1.74206	1.16137	1.3934
-0.350158	1.74351	1.16234	1.39335
-0.399696	1.79296	1.1953	1.39326
-0.397711	1.79092	1.19395	1.39321
-0.416599	1.80986	1.20657	1.39326
-0.404786	1.79807	1.19872	1.39329
-0.350448	1.74381	1.16254	1.39336
-0.38201	1.77533	1.18355	1.39332
-0.383153	1.7765	1.18433	1.39334
-0.384805	1.77812	1.18542	1.39332
-0.433928	1.82705	1.21803	1.39312
-0.418781	1.81204	1.20803	1.39326
-0.397784	1.79105	1.19404	1.39327
-0.394657	1.78793	1.19196	1.39328
-0.37193	1.76534	1.1769	1.39341
-0.408368	1.80154	1.20102	1.39317
-0.410497	1.8039	1.2026	1.3934
-0.394219	1.78764	1.19176	1.39342
-0.38332	1.7767	1.18447	1.39338
-0.43326	1.82658	1.21772	1.39332
-0.424692	1.81802	1.21201	1.39332
-0.407318	1.8007	1.20047	1.39338
-0.367967	1.76133	1.17422	1.39336
-0.441862	1.8351	1.2234	1.39324
-0.396245	1.78955	1.19303	1.39331
-0.386151	1.77958	1.18639	1.39343
-0.359407	1.75283	1.16855	1.39342
-0.376543	1.76988	1.17992	1.39333
-0.412514	1.80573	1.20382	1.39321
-0.410664	1.8038	1.20254	1.39314
-0.403009	1.79635	1.19756	1.39334
-0.41249	1.80583	1.20389	1.39334
-0.426836	1.82018	1.21345	1.39334
-0.419394	1.81259	1.20839	1.3932
-0.454173	1.84744	1.23163	1.39327
-0.41086	1.80411	1.20274	1.39325
-0.393847	1.78719	1.19146	1.39334
-0.372698	1.7661	1.1774	1.3934
