-5.43444	1.49163
-5.44638	1.49
-5.43438	1.59515
-5.44872	1.451
-5.49416	1.30276
-5.47078	1.36143
-5.47294	1.29428
-5.44178	1.50239
-5.44927	1.55029
-5.4475	1.46679
-5.48116	1.33366
-5.45897	1.38033
-5.47525	1.34783
-5.44854	1.45269
-5.4628	1.41157
-5.45032	1.47418
-5.45877	1.442
-5.44794	1.45496
-5.4632	1.40434
-5.43714	1.5476
-5.51191	1.17269
-5.50492	1.18721
-5.4693	1.38776
-5.46934	1.42137
-5.46895	1.43873
-5.47769	1.27381
-5.44955	1.51973
-5.48587	1.2773
-5.49706	1.2639
-5.46587	1.40493
-5.50414	1.22317
-5.4872	1.28569
-5.42943	1.63794
-5.43554	1.61612
-5.45212	1.39787
-5.47895	1.26704
-5.50306	1.26756
-5.42775	1.6701
-5.44132	1.49593
-5.4881	1.38035
-5.47307	1.36805
-5.45963	1.37707
-5.46404	1.4144
-5.41792	1.66514
-5.43708	1.51742
-5.43817	1.43742
-5.48265	1.34108
-5.46433	1.42065
-5.48433	1.25277
-5.42248	1.5942
-5.42933	1.56409
-5.45789	1.40232
-5.48356	1.3194
-5.50047	1.29418
-5.4949	1.23034
-5.47553	1.3415
-5.48839	1.26389
-5.44797	1.49561
-5.46705	1.36447
-5.45829	1.49484
-5.43606	1.59043
-5.42965	1.57942
-5.47402	1.31848
-5.47154	1.34545
-5.48861	1.25314
-5.45879	1.42578
-5.43428	1.56899
-5.47295	1.32537
-5.46056	1.4773
-5.47424	1.39675
-5.44914	1.50565
-5.51156	1.16235
-5.44769	1.46451
-5.48843	1.33924
-5.4892	1.24559
-5.41596	1.68058
-5.45349	1.48514
-5.44805	1.57901
-5.45973	1.37816
-5.4736	1.34537
-5.49436	1.20782
-5.45425	1.45412
-5.46394	1.39647
-5.45663	1.42544
-5.49348	1.28384
-5.45204	1.45177
-5.43798	1.45803
-5.44261	1.51785
-5.44448	1.50951
-5.43731	1.53774
-5.46374	1.40393
-5.48028	1.40307
-5.48747	1.206
-5.4737	1.40515
-5.46842	1.3372
-5.48176	1.2799
-5.46877	1.39743
-5.45531	1.42383
-5.4629	1.3732
-5.45241	1.42932
