0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00307821	0.0443205	0.288121	0.989388	2.23288	3.61015	4.57427	4.92193	4.58868	3.68	2.74778	1.82731	1.12554	0.653533	0.329119	0.17471	0.0792386	0.0365196	0.0348642	0.0597737	0.1036	0.182811	0.299398	0.452083	0.624477	0.800108	0.929338	1.00137	0.934977	0.814825	0.636156	0.465424	0.320027	0.2122	0.186057	0.239862	0.424664	0.732478	1.18361	1.69959	2.25966	2.62	2.79693	2.59302	2.18741	1.67844	1.20217	0.788915	0.525957	0.422711	0.45003	0.582348	0.747243	0.929327	1.03292	1.04486	0.916956	0.774993	0.639089	0.566414	0.564502	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000589124	0.00559674	0.0513745	0.277727	1.01755	2.21869	3.68126	4.60158	4.88074	4.48457	3.63053	2.74528	1.80351	1.11533	0.640305	0.366341	0.181692	0.0917835	0.0556684	0.0382318	0.0614961	0.0992829	0.183944	0.29784	0.461752	0.63341	0.808872	0.927303	0.967208	0.922759	0.789421	0.634891	0.464326	0.321394	0.228232	0.194018	0.258624	0.430984	0.760083	1.20494	1.72676	2.24236	2.58433	2.70503	2.53859	2.1582	1.70642	1.19927	0.812987	0.558208	0.432105	0.463576	0.584374	0.759186	0.907971	1.02028	1.02685	0.922414	0.77586	0.656957	0.560046	0.571956	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00573666	0.0524393	0.305487	1.00437	2.22723	3.64124	4.62584	4.88912	4.47663	3.64659	2.66118	1.83099	1.1471	0.654563	0.357417	0.183603	0.0939806	0.0458888	0.0380997	0.0653874	0.10582	0.197543	0.302169	0.462422	0.622744	0.7904	0.905574	0.952003	0.922951	0.817337	0.647727	0.47399	0.325237	0.216104	0.193049	0.258152	0.436231	0.748034	1.19309	1.72779	2.24812	2.58015	2.70269	2.54535	2.18297	1.69774	1.20933	0.813133	0.542638	0.439018	0.460796	0.579016	0.745861	0.916161	1.01879	1.03066	0.923755	0.77933	0.652272	0.584033	0.580777	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00279837	0.0448529	0.310557	1.01501	2.2893	3.60354	4.64092	4.85307	4.48573	3.63369	2.66465	1.78125	1.15361	0.668345	0.369315	0.182501	0.0957525	0.0507444	0.0440425	0.0629633	0.106745	0.192891	0.29784	0.459181	0.639961	0.787147	0.925114	0.958667	0.916626	0.804124	0.632269	0.466303	0.317422	0.223664	0.193372	0.267593	0.433511	0.768402	1.21232	1.75829	2.24011	2.57348	2.70792	2.52274	2.1416	1.67795	1.20524	0.807297	0.563939	0.438572	0.479384	0.602447	0.762628	0.914758	1.01042	0.998879	0.913701	0.767655	0.659207	0.573727	0.583665	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000147281	0.00433747	0.0483133	0.274558	0.967632	2.23703	3.63507	4.66865	4.89922	4.48369	3.67332	2.73085	1.81027	1.11788	0.638484	0.346509	0.180222	0.0837037	0.0479405	0.0416654	0.0620064	0.107608	0.175415	0.301649	0.466893	0.635034	0.804307	0.924148	0.954224	0.912745	0.801286	0.62775	0.47601	0.325408	0.220715	0.198262	0.258074	0.43489	0.747512	1.20422	1.72028	2.23914	2.60518	2.7237	2.54802	2.17686	1.67667	1.20094	0.810098	0.539901	0.423464	0.464148	0.585067	0.753788	0.915421	1.02341	1.03144	0.926938	0.78934	0.648574	0.566977	0.562738	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00209878	0.0419248	0.2686	0.958809	2.19066	3.59715	4.57469	5.00573	4.60106	3.73726	2.73976	1.84982	1.08463	0.611949	0.315619	0.157437	0.0732142	0.036246	0.0289215	0.0447824	0.0910196	0.168198	0.289066	0.442973	0.63563	0.820522	0.947962	1.01026	0.956635	0.826503	0.645286	0.45844	0.304568	0.197621	0.161729	0.220824	0.383952	0.710393	1.1675	1.737	2.25486	2.6643	2.78753	2.62272	2.24002	1.69606	1.19234	0.773538	0.498184	0.390879	0.426973	0.552307	0.754727	0.93813	1.03824	1.04191	0.932612	0.790184	0.626481	0.543575	0.528801	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00349796	0.0465831	0.272403	0.947569	2.17831	3.65701	4.64809	4.96716	4.52153	3.68343	2.73709	1.81986	1.11747	0.637533	0.333467	0.168609	0.0753404	0.0404177	0.0312986	0.0547978	0.0921296	0.172731	0.28214	0.454598	0.627075	0.821939	0.931068	0.988337	0.960085	0.8232	0.640043	0.455102	0.308241	0.204433	0.167751	0.224207	0.404021	0.716399	1.18782	1.74749	2.26146	2.63846	2.75949	2.60665	2.2124	1.68915	1.19294	0.782787	0.51381	0.404816	0.427681	0.574485	0.757178	0.923637	1.02708	1.04029	0.936107	0.777337	0.640789	0.556671	0.548824	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00419756	0.0346046	0.285966	0.980081	2.24269	3.63893	4.65694	4.93809	4.50721	3.63072	2.67044	1.82705	1.10932	0.652662	0.349484	0.191247	0.0868931	0.0450682	0.0354585	0.0484824	0.10286	0.182692	0.295358	0.444482	0.631028	0.803572	0.933918	0.987054	0.943698	0.807241	0.649219	0.455849	0.320113	0.223913	0.181935	0.239547	0.414362	0.729568	1.18473	1.72336	2.25099	2.63142	2.7258	2.59235	2.19493	1.69122	1.19987	0.777798	0.527754	0.425582	0.45649	0.576297	0.760359	0.928919	1.02533	1.02076	0.914443	0.771499	0.640651	0.557278	0.552705	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00545682	0.0488457	0.28622	1.0439	2.22492	3.65789	4.59526	4.87155	4.5105	3.6077	2.67632	1.81156	1.1229	0.661691	0.378163	0.183971	0.0979497	0.0621653	0.0555318	0.0734891	0.121236	0.194024	0.310365	0.45348	0.623231	0.773345	0.875246	0.945684	0.922376	0.819989	0.642529	0.466083	0.324682	0.226488	0.201656	0.264642	0.465415	0.779967	1.21694	1.72273	2.22439	2.56522	2.65313	2.51761	2.17905	1.6848	1.20405	0.810798	0.565108	0.460118	0.480283	0.600234	0.758455	0.908838	1.00378	1.01697	0.922247	0.781111	0.67131	0.586351	0.588296	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00405764	0.0476479	0.31005	1.01006	2.23	3.59946	4.55518	4.94142	4.49105	3.6955	2.69797	1.82115	1.11994	0.64981	0.356196	0.182942	0.0890194	0.0512915	0.0418635	0.062134	0.108409	0.187702	0.321852	0.462422	0.62361	0.802732	0.892649	0.944845	0.921322	0.802542	0.636925	0.467577	0.324853	0.230143	0.198181	0.256107	0.423668	0.745721	1.21338	1.74441	2.24833	2.59841	2.69037	2.53522	2.15886	1.6941	1.20742	0.814854	0.550879	0.440913	0.464339	0.582588	0.758873	0.914273	1.0086	1.02538	0.914563	0.784159	0.665661	0.584776	0.5806	
