17.7308	21.9662
16.1264	20.6775
14.4741	19.3488
13.1996	18.0612
12.4397	16.8412
11.7233	15.6594
11.4268	14.638
11.521	13.8431
10.7428	13.14
10.7428	12.6469
10.3804	12.2218
10.2162	11.8052
9.86768	11.4078
9.70511	11.0381
9.30981	10.7366
9.19052	10.4292
8.92791	10.1509
8.69202	9.88057
8.41679	9.6926
8.30852	9.49999
8.32513	9.26062
8.32659	9.09562
7.81211	8.95098
7.9384	8.78955
7.80292	8.65151
7.46313	8.52117
7.54459	8.34349
7.54459	8.1954
7.40783	8.10654
7.03011	8.07097
7.30538	8.04635
7.03347	8.00485
7.14951	7.95754
6.96003	7.84335
7.11208	7.76105
7.00508	7.69706
6.85152	7.59382
6.85152	7.54356
6.85152	7.49883
6.84816	7.47258
6.9519	7.43605
6.82704	7.40711
6.83587	7.37809
6.81055	7.35836
6.76777	7.34435
6.77113	7.33373
6.77113	7.33983
6.76777	7.33603
6.77113	7.31657
6.76777	7.3101
6.76077	7.30279
6.76077	7.30731
6.75741	7.29397
6.75741	7.28395
6.75741	7.2894
6.77113	7.28798
6.75741	7.28118
6.75741	7.28635
6.75741	7.28445
6.76077	7.2964
6.76077	7.29381
6.75741	7.30217
6.76077	7.31711
6.64798	7.33299
6.75741	7.4137
6.86627	7.44489
6.71272	7.48395
6.68063	7.44243
6.52859	7.38619
6.53195	7.29479
6.52859	7.20791
6.52859	7.17165
6.53195	7.13521
6.53195	7.10722
6.53195	7.09074
6.52859	7.08169
6.52859	7.07812
6.53195	7.07679
6.52859	7.06678
6.53195	7.07404
6.52859	7.06855
6.52859	7.06359
6.53195	7.0605
6.52859	7.06495
6.53195	7.0547
6.53195	7.05603
6.53195	7.05763
6.52859	7.06475
6.52859	7.05191
6.52859	7.06148
6.52859	7.05684
6.52859	7.05619
6.52859	7.05381
6.52859	7.05122
6.52859	7.05209
6.52859	7.05368
6.52859	7.04943
6.52859	7.04794
6.53195	7.05194
6.52859	7.04609
6.52859	7.05212
6.53195	7.06158
6.52859	7.0626
6.53195	7.05405
6.52859	7.06353
6.52859	7.06204
6.52859	7.05821
6.53195	7.06109
6.52859	7.06522
6.52859	7.05811
6.53195	7.05117
6.53195	7.05442
6.53195	7.05268
6.52859	7.05341
6.52859	7.0624
6.52859	7.0534
6.53195	7.06459
6.52859	7.06256
6.52859	7.06448
6.52859	7.06478
6.52859	7.06678
6.53195	7.06179
6.52859	7.05515
6.52859	7.05035
6.52859	7.06722
6.53195	7.05865
6.53195	7.06384
6.64798	7.05806
6.52859	7.0505
6.53195	7.05052
6.53195	7.04992
6.52859	7.05026
6.52859	7.05592
6.52859	7.05615
6.52859	7.05825
6.52859	7.05668
6.52859	7.06532
6.53195	7.06254
6.52859	7.05429
6.52859	7.05518
6.53195	7.05663
6.52859	7.0568
6.52859	7.05392
6.52859	7.06259
6.52859	7.06255
6.52859	7.05821
6.52859	7.04652
6.52859	7.04897
6.52859	7.04975
6.52859	7.04645
6.64798	7.0478
6.52859	7.0525
6.53195	7.05105
6.52859	7.05603
6.53195	7.05338
6.52859	7.0469
6.53195	7.04636
6.53195	7.04652
6.52859	7.04993
6.52859	7.05263
6.53195	7.04918
6.53195	7.05454
6.53195	7.05367
6.52859	7.05152
6.52859	7.05643
6.53195	7.05151
6.52859	7.05534
6.52859	7.05577
6.52859	7.06795
6.64798	7.05456
6.52859	7.0626
6.52859	7.05774
6.52859	7.05741
6.52859	7.05653
6.52859	7.04688
6.53195	7.04944
6.53195	7.04755
6.52859	7.04896
6.53195	7.05353
6.52859	7.05191
6.52859	7.05164
6.52859	7.04987
6.52859	7.05463
6.53195	7.06173
6.52859	7.05735
6.52859	7.05345
6.53195	7.05157
6.52859	7.04933
6.52859	7.05257
6.52859	7.05195
6.52859	7.05657
6.52859	7.05487
6.52859	7.05925
6.52859	7.0562
6.53195	7.05164
6.52859	7.05258
6.52859	7.05019
6.52859	7.04984
6.52859	7.05352
6.53195	7.05518
6.52859	7.06003
6.52859	7.05559
6.52859	7.06879
6.53195	7.0619
6.52859	7.05905
6.53195	7.06277
6.52859	7.06135
6.52859	7.05307
6.52859	7.05398
6.52859	7.04939
6.53195	7.04894
6.52859	7.04631
6.52859	7.05061
6.52859	7.04808
6.53195	7.05504
6.64798	7.0573
6.64798	7.06854
6.52859	7.06015
6.52859	7.06512
6.52859	7.0597
6.52859	7.05102
6.52859	7.0604
6.53195	7.05716
6.52859	7.06847
6.53195	7.06512
6.52859	7.05771
6.52859	7.06323
6.52859	7.06287
6.52859	7.05425
6.52859	7.05499
6.52859	7.06125
6.52859	7.05431
6.52859	7.05735
6.52859	7.0735
6.52859	7.07288
6.52859	7.06368
6.52859	7.06177
6.52859	7.06172
6.53195	7.06349
6.52859	7.05689
6.52859	7.0534
6.53195	7.05478
6.53195	7.06291
6.52859	7.06323
6.52859	7.06386
6.52859	7.06319
6.52859	7.06746
6.52859	7.03671
6.64798	7.06878
6.52859	7.05587
6.52859	7.0603
6.53195	7.05977
6.52859	7.05087
6.52859	7.05445
6.52859	7.05421
6.52859	7.0577
6.52859	7.05466
6.52859	7.06623
6.52859	7.06508
6.52859	7.05711
6.52859	7.07338
6.52859	7.07523
6.52859	7.06433
6.53195	7.0548
6.53195	7.05626
6.52859	7.06378
6.53195	7.06207
6.52859	7.05715
6.52859	7.05787
6.53195	7.06468
6.52859	7.06845
6.52859	7.05823
6.53195	7.05938
6.52859	7.05417
6.52859	7.04899
6.52859	7.05231
6.52859	7.05115
6.52859	7.05686
6.52859	7.06332
6.53195	7.06201
6.52859	7.052
6.53195	7.05921
6.53195	7.0511
6.52859	7.0581
6.53195	7.05777
6.52859	7.0654
6.53195	7.06545
6.53195	7.05788
6.52859	7.05013
6.60893	7.04888
6.64798	7.05298
6.53195	7.05482
6.52859	7.05507
6.53195	7.05494
