35.1586	49.1479
29.8897	45.6142
27.7757	41.649
25.6685	37.4774
23.8871	34.478
23.5206	31.608
22.7191	29.379
21.4084	27.6375
19.7766	26.2328
17.2309	25.1524
16.312	23.9426
15.6097	22.6043
15.0086	20.921
14.3471	19.484
13.0945	18.3472
12.7939	17.2511
11.9669	16.3972
10.9959	15.3698
10.7207	14.5015
10.6154	13.736
10.4103	13.1542
10.305	12.5851
10.0447	12.2299
9.9394	11.7611
9.73476	11.3752
9.14336	11.222
9.14336	11.0158
9.11613	10.7494
9.10598	10.4835
9.10315	10.2679
9.08848	10.1725
9.08565	10.0348
9.0755	10.0131
9.0755	9.94329
9.0755	9.97584
9.0755	9.94099
9.0755	9.88752
9.0755	9.8988
9.0755	9.85577
9.0755	9.8637
9.0755	9.8755
9.0755	9.91497
9.0755	9.77936
9.0755	9.82353
9.0755	9.88625
9.0755	9.83864
9.0755	9.78814
9.0755	9.76347
9.0755	9.73422
9.0755	9.89691
9.0755	9.90666
9.0755	9.83328
9.0755	9.79763
9.0755	9.76639
9.0755	9.82616
9.0755	9.82121
9.0755	9.85429
9.0755	9.85068
9.0755	9.96692
9.0755	9.91899
9.0755	9.95253
9.0755	9.9297
9.0755	9.86359
9.0755	9.83446
9.0755	9.94297
9.0755	9.87199
9.0755	9.9553
9.0755	9.93933
9.0755	9.8254
9.0755	9.74733
9.0755	9.79089
9.0755	9.7586
9.0755	9.82211
9.0755	9.91586
9.0755	9.89739
9.0755	9.78176
9.0755	9.69886
9.0755	9.71999
9.0755	9.70978
9.0755	9.7752
9.0755	9.87629
9.0755	9.88948
9.0755	9.79864
9.0755	9.74001
9.0755	9.73525
9.0755	9.77668
9.0755	9.79955
9.0755	9.93801
9.0755	9.8586
9.0755	9.8521
9.0755	9.88985
8.99652	9.9121
8.99652	10.089
8.99652	10.2474
8.99652	10.5017
8.99652	10.6884
8.99652	10.7404
8.99652	10.7693
8.99652	10.5874
8.99652	10.6108
8.99652	10.4533
8.99652	10.3861
8.99652	10.2425
8.99652	10.0728
8.99652	9.97809
8.99652	9.95671
8.99652	9.91373
8.99652	9.80773
8.99652	9.70808
8.99652	9.66713
8.99652	9.73022
8.99652	9.71995
8.99652	9.64948
8.99652	9.65682
8.99652	9.77644
8.99652	9.68075
8.99652	9.72737
8.99652	9.81765
8.99652	9.78382
8.99652	9.74451
8.99652	9.69272
8.99652	9.74267
8.99652	9.79818
8.99652	9.83311
8.99652	9.78073
8.99652	9.767
8.99652	9.72671
8.99652	9.7881
8.99652	9.74212
8.99652	9.76167
8.99652	9.73211
8.99652	9.88843
8.99652	9.8645
8.99652	9.73611
8.99652	9.73633
8.99652	9.819
8.99652	9.8365
8.99652	9.70196
8.99652	9.76204
8.99652	9.76744
8.99652	9.68465
8.99652	9.71829
8.99652	9.69153
8.99652	9.70201
8.99652	9.69693
8.99652	9.73596
8.99652	9.72756
8.99652	9.67357
8.99652	9.77072
8.99652	9.82348
8.99652	9.72502
8.99652	9.78285
8.99652	9.70787
8.99652	9.7786
8.99652	9.73655
8.99652	9.74847
8.99652	9.77605
8.99652	9.89271
8.99652	9.86317
8.99652	9.76123
8.99652	9.81161
