0.573982	0.689979	2.06356
0.49804	0.211427	0.485927
1.11291	-0.100749	0.23429
-1.03259	0.783866	-0.134941
0.699634	0.473169	-0.21865
-1.03888	0.719106	0.230516
-1.10201	-0.417031	2.11705
-0.259376	0.186061	2.18463
1.09882	-1.46711	1.46035
0.793063	-2.11154	0.392431
-0.520015	-0.288907	0.571476
0.103715	-0.428953	-0.513325
-0.408503	0.0585788	-0.726954
-1.5054	0.620199	1.0365
-0.23162	1.44003	0.0444254
-0.948372	0.0605292	1.12635
3.2519	1.37309	-0.793143
0.636498	-0.729576	0.511531
1.38464	-1.21131	-0.134167
-0.993326	0.60147	-1.69139
-0.603806	0.0138114	-0.945452
1.52917	0.247364	-0.684275
0.666346	1.7131	0.0493677
-3.23698	0.56361	-1.88815
0.19593	-0.0963117	0.790956
0.225599	-0.745456	-1.13753
1.16096	-0.666312	0.57918
0.44156	-1.66127	1.17523
0.192109	-0.587172	0.300368
-0.553969	0.19523	0.0492151
-0.783782	1.06927	1.17983
1.48098	-0.850087	1.17127
-0.434687	0.0761644	-1.17986
-0.0656193	-0.251371	0.380261
-0.933424	-0.869449	-1.30946
0.74328	0.36151	0.632442
1.64865	-0.35963	-0.335647
-1.43467	-0.42668	0.128989
-0.14733	-0.0806897	0.493299
-1.87346	-0.318393	-0.74538
1.17175	0.838614	2.72939
0.855442	0.862634	-0.349023
0.426785	0.320567	0.116884
0.410024	0.112141	-0.341277
0.798509	1.21083	0.14705
0.599526	-0.384981	-0.0533659
0.935341	0.781163	1.16916
-0.381108	0.352446	-0.373708
2.75409	-0.172359	0.427085
0.0722455	-1.35355	-0.510808
1.67714	-1.86175	-0.854997
0.576115	0.165298	0.104244
-0.898437	-0.0786753	-0.29207
1.82964	0.719272	1.35184
1.66014	0.0841651	0.675177
2.16153	-0.304098	0.804379
-0.0700473	-0.398421	-0.0123069
1.22159	-0.1679	0.0444369
0.412636	-0.137156	0.645919
-0.629922	-0.214732	0.128656
0.0729803	0.857341	-0.252661
-0.665092	-0.393652	0.455159
0.487831	0.646161	0.387693
-0.26597	-0.116008	-0.637834
0.544233	-0.12324	-0.381992
0.600601	-1.25191	-0.0154164
0.782236	0.595443	1.28381
-0.437954	-1.28073	0.705035
0.338313	1.97914	-0.223772
-0.0346679	0.417465	0.213799
-0.161624	0.164012	-0.0187752
1.24962	-2.0807	0.0971203
0.579741	0.564748	-0.350327
1.94705	-1.06406	-0.292984
-1.61174	0.132853	-1.42582
1.02132	1.28311	-0.477649
0.0795588	0.00328339	0.036089
0.89361	-0.778955	0.571949
-0.184775	-1.04461	1.41296
1.70556	0.351491	-1.48012
0.21726	1.19237	0.337298
-1.14886	-1.62455	-0.77455
1.18841	2.17948	-0.260597
0.378495	-0.735271	-0.660464
-0.744179	0.239802	0.607467
1.07019	2.00214	-4.50609
-1.93114	1.3096	-0.738842
0.0282604	0.355138	0.0939438
0.0451336	-0.498757	0.0474093
-0.679003	0.924758	0.560268
0.318191	-0.0284707	-0.82761
0.366268	1.38707	-0.87583
-0.784265	1.86359	0.844582
-0.691558	0.719651	1.60731
1.70819	0.0399621	-0.291825
-2.03647	0.0113441	-2.21361
-1.00633	0.753853	-0.277776
-0.0916175	0.465257	-1.59226
-0.462578	0.583483	0.616271
-0.15302	-0.520921	0.588711
-0.455342	-0.15591	0.238567
-0.846791	0.442935	-0.330239
-0.784501	-0.231867	-0.543223
0.343888	-0.167288	-0.311174
1.6388	0.916708	0.013461
-0.523629	-0.435723	0.267899
-0.605858	0.973587	-3.24869
-0.0127998	-0.95757	0.859329
-0.902698	0.494403	-0.301934
-0.0890291	-0.628941	0.786108
0.125831	-0.0626729	-0.129705
-0.0342739	-1.49341	0.721273
0.534771	-0.911397	0.308833
-0.273422	2.27651	1.60452
0.425003	1.69353	1.77779
1.19635	0.217443	-0.530255
0.175496	-0.21491	1.18601
0.848548	-0.00936076	-1.60034
0.412187	-0.550566	-1.33535
1.58907	0.50687	-0.0887934
0.106506	-0.605719	1.77195
