0 0.334839 0.00380666
1 6.6832 6.94203
2 9.79613 6.1935
3 4.29797 10.4945
4 6.14167 5.70292
5 -3.74064 10.4888
6 11.0916 8.52148
7 0.366497 7.87368
8 3.86427 8.49589
9 1.52405 8.4858
10 8.15304 8.1085
11 1.47794 8.22739
12 5.70824 5.35791
13 -4.58147 6.20538
14 -1.64 6.02665
15 4.7928 6.32151
16 -11.1332 7.03969
17 10.3675 9.18818
18 -8.31836 7.35566
19 1.66887 7.50249
20 -1.3784 8.3813
21 23.1967 7.27654
22 8.69341 8.02469
23 3.73468 6.64712
24 -2.62001 4.51944
25 -2.08468 5.37845
26 7.20728 8.41196
27 -0.148863 6.89788
28 2.43758 9.40279
29 6.56287 7.30351
30 -9.7933 6.37318
31 -3.43723 5.18369
32 1.7042 8.28678
33 4.79591 6.40804
34 -12.9991 5.44962
35 2.14576 8.94292
36 8.65826 6.51948
37 -14.8236 7.80516
38 15.7357 6.26268
39 -13.0096 7.53936
40 -4.61882 5.47654
41 0.594199 5.94289
42 3.66729 6.87447
43 0.478319 6.52713
44 8.61906 8.61176
45 -8.28932 7.66209
46 13.934 5.39115
47 -11.1486 6.91613
48 5.96182 6.4318
49 -6.9842 6.56723
50 -6.61119 6.5311
51 -0.288948 7.36404
52 -13.1042 6.77214
53 5.30038 7.87468
54 -0.639159 7.73236
55 -11.4426 7.62843
56 -4.09613 4.57756
57 6.76571 6.64654
58 0.785001 6.77
59 -4.35699 7.42037
60 13.1055 8.69691
61 13.9581 7.2592
62 7.50905 7.59332
63 -8.33421 7.15914
64 -2.88767 6.61196
65 7.40946 7.35122
66 -3.77328 6.55211
67 3.71933 6.57223
68 5.57104 8.15234
69 4.3206 7.91408
70 0.962705 7.7471
71 -7.66964 6.46168
72 1.60395 7.06839
73 -0.384206 6.21424
74 -4.95035 6.07614
75 -8.53485 6.78175
76 -1.88403 4.311
77 0.57842 7.96022
78 -3.43283 7.90321
79 -7.01313 7.37399
80 -0.376208 5.96616
81 -3.47104 5.83636
82 6.82135 7.99724
83 -0.724778 6.25775
84 -7.24169 5.56024
85 -0.757209 9.61064
86 7.62472 8.31907
87 -4.88123 6.32863
88 -7.42836 7.45473
89 0.799192 7.8559
90 -3.60556 7.74731
91 -12.7244 7.04696
92 1.08074 7.31333
93 3.4802 6.88962
94 0.623324 6.51513
95 -7.30996 6.66115
96 -2.36938 6.00257
97 15.5781 9.23492
98 11.409 5.68456
99 1.42804 7.25085
100 1.48335 6.52614
101 -0.915239 10.1104
102 -4.55325 8.2048
103 7.09326 6.15808
104 3.08973 6.85062
105 6.7057 8.79781
106 -1.42487 8.46953
107 10.2897 7.0521
108 4.78071 7.22189
109 2.21588 8.5273
110 -4.4441 7.49373
111 -11.8017 6.25204
112 -6.44713 8.20778
113 8.93376 7.72915
114 3.09578 6.93476
115 -1.32642 8.70242
116 1.38866 9.28094
117 7.80308 6.99802
118 3.95307 8.9813
119 11.1575 8.03391
120 4.31441 5.61353
121 0.230235 6.42763
122 0.881319 5.83059
123 2.90289 6.1349
124 7.9599 6.0124
125 -2.11963 6.89491
126 21.2304 7.47732
127 -14.4524 6.94761
128 -5.61288 5.70734
129 9.0402 7.27071
130 6.61417 6.47706
131 -16.3781 8.21582
132 7.25951 7.47956
133 2.93592 7.53745
134 7.71159 8.32969
135 -0.943568 8.34349
136 3.78328 8.11025
137 -0.784766 6.50788
138 -4.11617 7.43735
139 -7.23365 6.8567
140 6.04092 7.28255
141 -7.73182 8.53518
142 -2.16912 7.249
143 -12.6689 7.88603
144 7.001 7.46493
145 -1.30195 6.44399
146 -0.383852 5.56648
147 6.79947 8.59226
148 0.860405 6.89018
149 -7.04394 8.46887
150 2.51945 7.89175
151 -14.2114 8.91117
152 -2.61881 6.72177
153 -3.35008 9.12968
154 0.538977 4.95903
155 2.48442 6.65463
156 -6.60805 8.83273
157 0.402195 7.84724
158 0.134688 7.24781
159 3.23866 5.26101
160 -0.0260607 8.01613
161 -11.0406 8.10481
162 -4.6017 6.76923
163 -2.34389 8.44269
164 -10.7677 7.65192
165 -5.7938 7.94822
166 5.95369 6.84149
167 -1.41344 5.63465
168 0.330784 8.70584
169 -7.85351 7.23448
170 3.9451 7.41319
171 -5.38443 5.08247
172 -2.58516 5.88736
173 7.88153 6.99182
174 -6.15711 7.80767
175 -0.715604 8.19061
176 -7.84346 7.63893
177 0.146421 6.61177
178 -0.99416 6.78688
179 -8.59176 8.31978
180 10.2937 6.98907
181 6.17701 7.43567
182 0.604359 9.36739
183 5.96853 8.57864
184 1.15292 7.85189
185 15.0358 7.72652
186 -1.90345 7.46284
187 -4.06047 8.50761
188 -9.19943 6.58375
189 3.85746 6.08073
190 1.50332 6.6557
191 -12.2535 5.92718
192 0.299041 7.06306
193 4.86047 6.22851
194 -9.06282 8.65594
195 4.70461 6.77546
196 -13.5602 6.56772
197 -2.07848 8.67716
198 12.1322 8.21792
199 -0.169587 7.60866
200 -11.0845 7.14841
201 -7.9023 8.95509
202 0.307158 8.82195
203 20.1612 6.9808
204 -7.09057 5.99835
205 8.32956 6.39818
206 -9.90294 6.13001
207 -6.44115 7.70296
208 -10.8294 7.51885
209 17.1242 5.65163
210 -10.1157 7.48777
211 -0.897916 8.99942
212 -1.37201 8.50568
213 -11.4021 6.12374
214 8.2094 7.42514
215 1.25099 5.87985
216 10.9739 8.58696
217 14.1136 7.41165
218 2.62273 10.7357
219 1.15813 6.05292
220 -4.38537 8.63311
221 3.52479 7.29207
222 -4.95441 6.25911
223 4.94866 7.33169
224 -1.10032 7.27953
225 -0.0373435 10.6173
226 -2.04796 9.41385
227 5.24978 7.5035
228 -1.59406 6.606
229 -10.883 7.01121
230 0.663098 8.36845
231 -6.32159 5.59673
232 5.72103 6.27778
233 0.901197 8.20048
234 4.60448 7.71859
235 -2.45775 8.75797
236 1.36304 7.3032
237 14.2876 7.5809
238 1.34938 9.51937
239 8.5521 7.72709
240 -0.931404 5.44462
241 3.32991 5.93702
242 0.140754 8.48639
243 -0.396011 7.45024
244 0.474001 4.85739
245 -1.40012 6.11196
246 1.79954 5.82953
247 -14.7293 6.19339
248 6.66499 6.19212
249 -11.6251 5.49114
250 -1.23883 6.59006
251 8.49529 7.26362
252 -1.58358 6.12212
253 5.32139 8.56443
254 -16.3828 6.45456
255 -9.51893 7.34533
256 14.5937 9.33274
257 -3.53876 5.5766
258 -6.96076 8.68846
259 4.74463 7.56004
260 -1.47798 8.23437
261 -4.76981 6.43601
262 0.945177 8.69613
263 3.77652 8.01865
264 10.7632 8.28863
265 2.52424 7.83495
266 -14.5834 6.49134
267 -0.195188 6.66463
268 -14.8164 10.2166
269 15.2324 7.58724
270 -8.1036 7.49237
271 20.8008 7.24642
272 0.904064 5.93083
273 -15.3105 8.09172
274 -8.97884 8.00164
275 -1.867 9.21824
276 4.9761 6.94159
277 2.15606 7.08125
278 -4.90379 8.25058
279 2.56568 6.95191
280 9.17353 7.85051
281 17.3547 8.74022
282 0.0206741 7.45692
283 -1.80636 6.89151
284 3.7304 5.99676
285 -6.4696 6.85612
286 12.3668 6.9912
287 2.86023 8.21245
288 12.0454 6.6477
289 2.84182 8.16009
290 -7.61489 8.32673
291 8.86405 7.84028
292 -1.56709 7.63551
293 8.0101 5.619
294 -13.2988 8.23995
295 -0.62565 7.16602
296 8.85367 6.28978
297 2.187 7.36429
298 7.09208 9.06134
299 0.332569 0.00383915
