-0.984184	48.486	0.979104	88.9937
-0.97576	47.6796	0.905032	80.3232
-0.975344	47.6474	0.759164	81.6785
-0.972784	47.3967	0.699856	76.3762
-0.975256	47.6318	0.931912	79.3298
-0.981808	48.2586	0.951768	86.2292
-0.981504	48.2352	0.902828	85.0496
-0.975176	47.6328	0.88802	80.5412
-0.978832	47.982	0.902644	83.5187
-0.97304	47.4217	0.700172	76.6308
-0.975712	47.6763	0.707844	81.1035
-0.973576	47.4753	0.863848	77.5299
-0.98032	48.1145	0.857856	83.909
-0.986544	48.7114	0.970668	91.2442
-0.967328	46.8721	0.911608	72.2226
-0.966912	46.8408	0.937456	73.7057
-0.977472	47.8481	0.895532	83.2849
-0.9814	48.2224	0.967108	86.1083
-0.980664	48.1497	0.985264	84.7068
-0.978808	47.983	0.86554	84.141
-0.968824	47.018	0.932508	72.9145
-0.980432	48.1369	0.321636	86.4831
-0.967912	46.9345	0.876576	73.1122
-0.963616	46.534	0.911484	70.1077
-0.9678	46.9236	0.41338	72.8326
-0.96676	46.8185	0.972136	70.6264
-0.979464	48.0333	0.94696	83.6232
-0.976408	47.7457	0.851784	82.4596
-0.980984	48.1852	0.825236	86.6395
-0.964664	46.6267	0.95128	72.2977
-0.98168	48.2487	0.700516	86.2383
-0.961008	46.2872	0.929256	67.365
-0.97516	47.6248	0.98306	78.9226
-0.971384	47.262	0.95582	76.1928
-0.95188	45.4125	0.928748	57.4559
-0.988496	48.8993	0.981884	92.5037
-0.974848	47.5953	0.646444	80.0993
-0.974392	47.5573	0.8494	79.2917
-0.978552	47.9587	0.936572	83.9963
-0.975768	47.6793	0.969984	80.896
-0.97536	47.6445	0.975616	79.801
-0.970848	47.2142	0.958828	74.7814
-0.980272	48.1122	0.87132	84.4386
-0.970432	47.177	0.807924	76.1035
-0.969496	47.0849	0.846892	74.4051
-0.971664	47.2911	0.885664	75.7425
-0.97824	47.9156	0.783616	83.4355
-0.967832	46.9256	0.89166	74.2789
-0.973704	47.4908	0.879308	80.0336
-0.980456	48.1292	0.950652	85.0127
-0.972552	47.3772	0.819732	77.388
-0.981528	48.2307	0.976648	86.2158
-0.95824	46.0153	0.950392	62.317
-0.97672	47.7765	0.960872	82.3574
-0.9754	47.6574	0.955764	82.0861
-0.980664	48.1606	0.70822	86.3204
-0.976368	47.7374	0.90134	80.1316
-0.96768	46.9178	0.834428	71.4835
-0.978432	47.9386	0.96594	83.1879
-0.972584	47.3834	0.696264	77.6404
-0.978008	47.9027	0.855996	82.236
-0.970088	47.1426	0.85142	76.6858
-0.96464	46.6197	0.922784	70.2113
-0.97192	47.3108	0.679784	76.575
-0.969176	47.0529	0.736172	73.2833
-0.98156	48.2339	0.956348	85.2943
-0.981576	48.2406	0.962648	87.6296
-0.974744	47.5969	0.91136	79.0817
-0.971784	47.3078	0.924328	77.6362
-0.980264	48.1107	0.8241	84.5019
-0.97948	48.0413	0.896528	84.9794
-0.977352	47.833	0.930484	80.3159
-0.97304	47.4326	0.940596	78.9717
-0.973352	47.4578	0.940188	79.0256
-0.970888	47.2214	0.719836	74.8867
-0.976872	47.7901	0.914088	81.8642
-0.97832	47.931	0.976224	82.8817
-0.973552	47.4743	0.926592	80.4415
-0.959648	46.1537	0.893384	65.0727
-0.986776	48.7328	0.976192	91.2411
-0.975944	47.7056	0.922408	81.7698
-0.977712	47.8757	0.775192	82.0347
-0.984296	48.4979	0.962472	88.8812
-0.983976	48.466	0.943432	88.5676
-0.975832	47.6891	0.91686	81.2034
-0.971496	47.2867	0.970964	76.323
-0.967976	46.9537	0.957552	72.8787
-0.979136	48.0031	0.948944	84.5899
-0.96904	47.0385	0.930156	73.9204
-0.98648	48.7055	0.989168	91.7681
-0.983272	48.4017	0.912336	89.1039
-0.985664	48.6333	0.965376	90.8614
-0.972208	47.3453	0.870824	78.0676
-0.971208	47.247	0.765176	76.3836
-0.97892	47.9798	0.828116	81.8645
-0.971784	47.3016	0.886812	74.8014
-0.978984	48.0017	0.948544	84.7882
-0.967888	46.9272	0.854584	73.5383
-0.97784	47.8822	0.895796	82.5275
-0.974384	47.5497	0.815992	80.237
