-0.494592	12.992	0.043624	1.64261
-0.495944	13.0383	0.02638	1.63439
-0.49392	12.9596	0.025756	1.50643
-0.490168	12.7784	0.0154	1.60191
-0.493816	12.958	0.034072	1.5824
-0.492936	12.9014	0.034324	1.61432
-0.490632	12.8069	0.03244	1.65933
-0.494144	12.9658	0.025988	1.60958
-0.493008	12.9399	0.030224	1.58538
-0.494992	13.0003	0.021024	1.59725
-0.49228	12.8787	0.02806	1.60381
-0.49236	12.881	0.029444	1.54857
-0.492968	12.8713	0.03314	1.53293
-0.493608	12.9399	0.025492	1.62665
-0.493104	12.9274	0.033972	1.65686
-0.492008	12.8563	0.035628	1.52903
-0.49392	12.9578	0.034036	1.51336
-0.494704	12.9935	0.022672	1.52863
-0.49036	12.7636	0.026452	1.54762
-0.494328	12.9558	0.035496	1.56802
-0.494272	12.9558	0.037924	1.65517
-0.494864	13.0202	0.023272	1.61564
-0.491928	12.8481	0.024504	1.60546
-0.4932	12.9059	0.040156	1.5796
-0.493904	12.943	0.034268	1.61804
-0.492912	12.9202	0.030088	1.62664
-0.49456	12.9991	0.037848	1.622
-0.496472	13.07	0.022496	1.66765
-0.499296	13.2086	0.030752	1.72561
-0.492216	12.8708	0.030836	1.61997
-0.496648	13.0844	0.031712	1.5847
-0.492616	12.8842	0.023504	1.59136
-0.497048	13.1146	0.037572	1.63831
-0.491584	12.8286	0.026508	1.55827
-0.493456	12.9347	0.036772	1.62776
-0.493192	12.9152	0.0383	1.58346
-0.491808	12.857	0.02582	1.59144
-0.49456	12.9902	0.02578	1.55868
-0.491992	12.8544	0.024368	1.63296
-0.495048	12.993	0.013316	1.61423
-0.493336	12.9419	0.030032	1.56881
-0.491224	12.8356	0.022912	1.6945
-0.49188	12.8592	0.034032	1.61973
-0.491152	12.82	0.034948	1.56077
-0.494216	12.9666	0.029104	1.61802
-0.493968	12.9501	0.032832	1.5507
-0.487712	12.6463	0.041308	1.62095
-0.495272	13.0204	0.034284	1.58393
-0.491288	12.8203	0.028124	1.56294
-0.49344	12.9297	0.034408	1.55016
-0.496096	13.0604	0.030156	1.56512
-0.493824	12.9428	0.03618	1.60468
-0.491528	12.8454	0.024944	1.60989
-0.496048	13.0449	0.03868	1.58944
-0.494552	12.9606	0.027112	1.65971
-0.492648	12.8836	0.03242	1.6518
-0.48848	12.6947	0.037532	1.56051
-0.494792	12.9706	0.038464	1.66613
-0.494408	12.9789	0.037168	1.65202
-0.49428	12.9695	0.03694	1.55073
-0.492104	12.8476	0.018976	1.61748
-0.49472	12.9876	0.036848	1.63246
-0.49344	12.9225	0.034664	1.66729
-0.495272	13.0149	0.02944	1.62996
-0.493304	12.9254	0.022092	1.61988
-0.496032	13.0378	0.028376	1.61533
-0.493336	12.9126	0.028152	1.5813
-0.49224	12.8554	0.01896	1.58126
-0.493632	12.9388	0.025232	1.64292
-0.49364	12.9409	0.033944	1.59437
-0.490688	12.7795	0.02278	1.46349
-0.49444	12.9769	0.032628	1.53704
-0.495848	13.0347	0.035444	1.64896
-0.492872	12.9065	0.03448	1.55382
-0.49484	12.9899	0.027276	1.53635
-0.491672	12.8359	0.032768	1.55039
-0.493992	12.9532	0.031276	1.62289
-0.493472	12.9396	0.034024	1.57948
-0.494736	12.9878	0.034828	1.65136
-0.49196	12.8618	0.031436	1.53632
-0.491624	12.8289	0.042728	1.54942
-0.493432	12.9483	0.040028	1.60574
-0.49236	12.8536	0.03694	1.49197
-0.492408	12.892	0.040364	1.54475
-0.495408	13.0397	0.028552	1.62555
-0.492216	12.8609	0.034652	1.57558
-0.490192	12.7786	0.04388	1.62584
-0.49696	13.116	0.035384	1.68274
-0.49596	13.0602	0.02012	1.57654
-0.494808	13.0128	0.03008	1.62688
-0.493576	12.9533	0.0198	1.55915
-0.494024	12.963	0.032484	1.6084
-0.495424	13.0323	0.022616	1.53471
-0.496	13.0556	0.034312	1.57142
-0.492032	12.8491	0.042476	1.58755
-0.492768	12.8991	0.038712	1.61178
-0.492976	12.8916	0.023384	1.5092
-0.494248	12.968	0.034752	1.68796
-0.497784	13.1476	0.027464	1.64784
-0.494488	13.0006	0.026652	1.6156
